sample	rank	taxid	name	reads	min	uniq	rpm	rpmm
DRR099207	G	2894574	Saccharobesus	2	21	5	0.326118132706273	112.536574386676
DRR099207	S	2172099	Saccharobesus litoralis	2	21	5	0.326118132706273	112.536574386676
DRR099207	G	53246	Pseudoalteromonas	2	167	91	0.326118132706273	112.536574386676
DRR099207	G	28228	Colwellia	1	17	16	0.163059066353137	56.2682871933378
DRR099207	S	2161872	Colwellia sp. Arc7-D	1	5	4	0.163059066353137	56.2682871933378
DRR099207	G	22	Shewanella	1	189	68	0.163059066353137	56.2682871933378
DRR099207	S	94122	Shewanella sp. ANA-3	1	48	2	0.163059066353137	56.2682871933378
DRR099207	G	58050	Moritella	1	13	9	0.163059066353137	56.2682871933378
DRR099207	S	2746230	Moritella sp. 24	1	4	3	0.163059066353137	56.2682871933378
DRR099207	G	662	Vibrio	7	471	141	1.14141346447196	393.878010353365
DRR099207	S	55601	Vibrio anguillarum	4	11	6	0.652236265412547	225.073148773351
DRR099207	S	672	Vibrio vulnificus	1	19	9	0.163059066353137	56.2682871933378
DRR099207	S	2751178	Vibrio sp. B1FLJ16	1	6	3	0.163059066353137	56.2682871933378
DRR099207	G	413	Methylococcus	1	13	6	0.163059066353137	56.2682871933378
DRR099207	S	414	Methylococcus capsulatus	1	3	3	0.163059066353137	56.2682871933378
DRR099207	G	2828366	Caldichromatium	1	2	2	0.163059066353137	56.2682871933378
DRR099207	S	2699430	Caldichromatium japonicum	1	2	2	0.163059066353137	56.2682871933378
DRR099207	G	642	Aeromonas	1	101	64	0.163059066353137	56.2682871933378
DRR099207	G	59195	Rickettsiella	1	7	2	0.163059066353137	56.2682871933378
DRR099207	S	676208	Candidatus Rickettsiella viridis	1	7	2	0.163059066353137	56.2682871933378
DRR099207	G	413435	Solimonas	1	28	8	0.163059066353137	56.2682871933378
DRR099207	S	2303331	Solimonas sp. K1W22B-7	1	28	8	0.163059066353137	56.2682871933378
DRR099207	G	374	Bradyrhizobium	40	1159	801	6.52236265412547	2250.73148773351
DRR099207	S	2057741	Bradyrhizobium sp. SK17	14	141	98	2.28282692894391	787.75602070673
DRR099207	S	2715960	Bradyrhizobium sp. PSBB068	8	205	158	1.30447253082509	450.146297546703
DRR099207	S	1197460	Bradyrhizobium sp. 6(2017)	3	39	13	0.48917719905941	168.804861580014
DRR099207	S	1325120	Bradyrhizobium sp. CCBAU 53421	3	36	16	0.48917719905941	168.804861580014
DRR099207	S	83637	Bradyrhizobium genosp. L	2	72	17	0.326118132706273	112.536574386676
DRR099207	S	1437360	Bradyrhizobium erythrophlei	1	24	12	0.163059066353137	56.2682871933378
DRR099207	S	244734	Bradyrhizobium betae	1	42	27	0.163059066353137	56.2682871933378
DRR099207	S	1355477	Bradyrhizobium diazoefficiens	1	38	8	0.163059066353137	56.2682871933378
DRR099207	S	375	Bradyrhizobium japonicum	1	8	5	0.163059066353137	56.2682871933378
DRR099207	G	407	Methylobacterium	20	365	91	3.26118132706273	1125.36574386676
DRR099207	S	270351	Methylobacterium aquaticum	14	67	8	2.28282692894391	787.75602070673
DRR099207	S	114616	Methylobacterium nodulans	2	20	10	0.326118132706273	112.536574386676
DRR099207	S	2202828	Methylobacterium radiodurans	1	13	7	0.163059066353137	56.2682871933378
DRR099207	G	2282523	Methylorubrum	9	253	163	1.46753159717823	506.414584740041
DRR099207	S	408	Methylorubrum extorquens	4	141	113	0.652236265412547	225.073148773351
DRR099207	S	223967	Methylorubrum populi	4	87	33	0.652236265412547	225.073148773351
DRR099207	G	106591	Ensifer	4	26	12	0.652236265412547	225.073148773351
DRR099207	S	1752398	Ensifer alkalisoli	3	10	2	0.48917719905941	168.804861580014
DRR099207	S	106592	Ensifer adhaerens	1	6	4	0.163059066353137	56.2682871933378
DRR099207	G	28105	Sinorhizobium	1	44	27	0.163059066353137	56.2682871933378
DRR099207	S	794846	Sinorhizobium sp. CCBAU 05631	1	2	1	0.163059066353137	56.2682871933378
DRR099207	G	379	Rhizobium	2	452	76	0.326118132706273	112.536574386676
DRR099207	S	293958	Rhizobium lusitanum	1	108	2	0.163059066353137	56.2682871933378
DRR099207	S	384	Rhizobium leguminosarum	1	26	14	0.163059066353137	56.2682871933378
DRR099207	G	357	Agrobacterium	1	514	30	0.163059066353137	56.2682871933378
DRR099207	S	358	Agrobacterium tumefaciens	1	111	6	0.163059066353137	56.2682871933378
DRR099207	G	152053	Starkeya	4	39	3	0.652236265412547	225.073148773351
DRR099207	S	921	Starkeya novella	4	39	3	0.652236265412547	225.073148773351
DRR099207	G	99	Ancylobacter	1	23	11	0.163059066353137	56.2682871933378
DRR099207	S	223390	Ancylobacter polymorphus	1	10	5	0.163059066353137	56.2682871933378
DRR099207	G	279	Xanthobacter	1	12	5	0.163059066353137	56.2682871933378
DRR099207	S	2528964	Xanthobacter dioxanivorans	1	12	5	0.163059066353137	56.2682871933378
DRR099207	G	204476	Labrys	1	35	10	0.163059066353137	56.2682871933378
DRR099207	S	2789216	Labrys sp. KNU-23	1	35	10	0.163059066353137	56.2682871933378
DRR099207	G	68287	Mesorhizobium	3	256	85	0.48917719905941	168.804861580014
DRR099207	G	31988	Aminobacter	2	318	6	0.326118132706273	112.536574386676
DRR099207	S	374606	Aminobacter sp. MSH1	2	315	3	0.326118132706273	112.536574386676
DRR099207	G	59282	Blastochloris	2	38	7	0.326118132706273	112.536574386676
DRR099207	S	1079	Blastochloris viridis	2	36	6	0.326118132706273	112.536574386676
DRR099207	G	1632780	Phreatobacter	1	55	13	0.163059066353137	56.2682871933378
DRR099207	S	1868589	Phreatobacter cathodiphilus	1	48	6	0.163059066353137	56.2682871933378
DRR099207	G	46913	Devosia	1	38	24	0.163059066353137	56.2682871933378
DRR099207	S	2774137	Devosia rhizoryzae	1	3	3	0.163059066353137	56.2682871933378
DRR099207	G	293088	Martelella	1	16	7	0.163059066353137	56.2682871933378
DRR099207	S	293089	Martelella mediterranea	1	10	1	0.163059066353137	56.2682871933378
DRR099207	G	227873	Pannonibacter	1	33	9	0.163059066353137	56.2682871933378
DRR099207	S	121719	Pannonibacter phragmitetus	1	33	9	0.163059066353137	56.2682871933378
DRR099207	G	13687	Sphingomonas	10	451	185	1.63059066353137	562.682871933378
DRR099207	S	2735134	Sphingomonas sp. AP4-R1	1	29	7	0.163059066353137	56.2682871933378
DRR099207	S	2596913	Sphingomonas sp. NBWT7	1	27	4	0.163059066353137	56.2682871933378
DRR099207	S	2492837	Sphingomonas sp. C8-2	1	14	3	0.163059066353137	56.2682871933378
DRR099207	S	2219696	Sphingomonas sp. FARSPH	1	18	4	0.163059066353137	56.2682871933378
DRR099207	S	1813879	Sphingomonas panacisoli	1	11	1	0.163059066353137	56.2682871933378
DRR099207	S	152682	Sphingomonas melonis	1	44	44	0.163059066353137	56.2682871933378
DRR099207	S	363835	Sphingomonas ginsengisoli An et al. 2013	1	13	4	0.163059066353137	56.2682871933378
DRR099207	S	13689	Sphingomonas paucimobilis	1	30	26	0.163059066353137	56.2682871933378
DRR099207	S	1549858	Sphingomonas taxi	1	9	8	0.163059066353137	56.2682871933378
DRR099207	S	2599297	Sphingomonas suaedae	1	3	3	0.163059066353137	56.2682871933378
DRR099207	G	165695	Sphingobium	3	131	110	0.48917719905941	168.804861580014
DRR099207	S	2082188	Sphingobium sp. YG1	1	61	61	0.163059066353137	56.2682871933378
DRR099207	S	2733867	Sphingobium sp. KCTC 72723	1	5	4	0.163059066353137	56.2682871933378
DRR099207	S	13690	Sphingobium yanoikuyae	1	8	5	0.163059066353137	56.2682871933378
DRR099207	G	165697	Sphingopyxis	2	149	22	0.326118132706273	112.536574386676
DRR099207	S	2054227	Sphingopyxis lindanitolerans	1	12	2	0.163059066353137	56.2682871933378
DRR099207	G	2676233	Sphingosinithalassobacter	2	18	2	0.326118132706273	112.536574386676
DRR099207	S	2711215	Sphingosinithalassobacter tenebrarum	2	16	1	0.326118132706273	112.536574386676
DRR099207	G	1649486	Rhizorhabdus	1	71	9	0.163059066353137	56.2682871933378
DRR099207	S	2711156	Rhizorhabdus phycosphaerae	1	67	6	0.163059066353137	56.2682871933378
DRR099207	G	1041	Erythrobacter	3	250	22	0.48917719905941	168.804861580014
DRR099207	S	2502843	Erythrobacter sp. HKB08	1	17	1	0.163059066353137	56.2682871933378
DRR099207	S	2829500	Erythrobacter sp. JK5	1	8	3	0.163059066353137	56.2682871933378
DRR099207	S	1112	Erythrobacter neustonensis	1	200	2	0.163059066353137	56.2682871933378
DRR099207	G	265	Paracoccus	6	202	53	0.97835439811882	337.609723160027
DRR099207	S	2812658	Paracoccus sp. H4-D09	2	38	3	0.326118132706273	112.536574386676
DRR099207	S	2589076	Paracoccus sp. AK26	1	86	3	0.163059066353137	56.2682871933378
DRR099207	S	135740	Paracoccus kondratievae	2	17	14	0.326118132706273	112.536574386676
DRR099207	S	147645	Paracoccus yeei	1	3	3	0.163059066353137	56.2682871933378
DRR099207	G	1679449	Pseudooceanicola	2	7	2	0.326118132706273	112.536574386676
DRR099207	S	1537215	Pseudooceanicola algae	2	7	2	0.326118132706273	112.536574386676
DRR099207	G	2683599	Paroceanicella	2	16	4	0.326118132706273	112.536574386676
DRR099207	S	2579971	Paroceanicella profunda	2	16	4	0.326118132706273	112.536574386676
DRR099207	G	1060	Rhodobacter	1	102	14	0.163059066353137	56.2682871933378
DRR099207	S	2033869	Rhodobacter sp. CZR27	1	50	2	0.163059066353137	56.2682871933378
DRR099207	G	1855413	Brevirhabdus	1	12	2	0.163059066353137	56.2682871933378
DRR099207	S	1267768	Brevirhabdus pacifica	1	12	2	0.163059066353137	56.2682871933378
DRR099207	G	60136	Sulfitobacter	3	91	26	0.48917719905941	168.804861580014
DRR099207	S	2070369	Sulfitobacter sp. JL08	1	2	2	0.163059066353137	56.2682871933378
DRR099207	G	1433986	Actibacterium	2	6	2	0.326118132706273	112.536574386676
DRR099207	S	1609966	Actibacterium sp. EMB200-NS6	2	6	2	0.326118132706273	112.536574386676
DRR099207	G	92944	Ketogulonicigenium	1	20	4	0.163059066353137	56.2682871933378
DRR099207	S	92947	Ketogulonicigenium robustum	1	17	1	0.163059066353137	56.2682871933378
DRR099207	G	93682	Roseivivax	1	13	6	0.163059066353137	56.2682871933378
DRR099207	G	2433	Roseobacter	1	31	11	0.163059066353137	56.2682871933378
DRR099207	S	1891787	Roseobacter ponti	1	24	5	0.163059066353137	56.2682871933378
DRR099207	G	302485	Phaeobacter	1	89	10	0.163059066353137	56.2682871933378
DRR099207	S	221822	Phaeobacter inhibens	1	3	2	0.163059066353137	56.2682871933378
DRR099207	G	35812	Roseococcus	3	18	4	0.48917719905941	168.804861580014
DRR099207	S	2771361	Roseococcus microcysteis	3	18	4	0.48917719905941	168.804861580014
DRR099207	G	434	Acetobacter	2	36	17	0.326118132706273	112.536574386676
DRR099207	S	435	Acetobacter aceti	1	5	4	0.163059066353137	56.2682871933378
DRR099207	S	1076596	Acetobacter persici	1	18	2	0.163059066353137	56.2682871933378
DRR099207	G	2919364	Novacetimonas	1	4	2	0.163059066353137	56.2682871933378
DRR099207	S	436	Novacetimonas hansenii	1	4	2	0.163059066353137	56.2682871933378
DRR099207	G	364409	Granulibacter	1	3	2	0.163059066353137	56.2682871933378
DRR099207	S	364410	Granulibacter bethesdensis	1	3	2	0.163059066353137	56.2682871933378
DRR099207	G	191	Azospirillum	5	196	52	0.815295331765683	281.341435966689
DRR099207	S	286727	Azospirillum oryzae	2	59	2	0.326118132706273	112.536574386676
DRR099207	G	204447	Skermanella	2	164	62	0.326118132706273	112.536574386676
DRR099207	S	2775420	Skermanella sp. TT6	2	88	45	0.326118132706273	112.536574386676
DRR099207	G	780	Rickettsia	3	133	26	0.48917719905941	168.804861580014
DRR099207	S	781	Rickettsia conorii	3	12	1	0.48917719905941	168.804861580014
DRR099207	G	69474	Orientia	1	5	4	0.163059066353137	56.2682871933378
DRR099207	S	784	Orientia tsutsugamushi	1	5	4	0.163059066353137	56.2682871933378
DRR099207	G	943	Ehrlichia	1	12	10	0.163059066353137	56.2682871933378
DRR099207	S	779	Ehrlichia ruminantium	1	9	7	0.163059066353137	56.2682871933378
DRR099207	G	2813804	Paremcibacter	4	17	3	0.652236265412547	225.073148773351
DRR099207	S	2043170	Paremcibacter congregatus	4	17	3	0.652236265412547	225.073148773351
DRR099207	G	2004661	Hyphobacterium	1	4	2	0.163059066353137	56.2682871933378
DRR099207	S	2749086	Hyphobacterium sp. CCMP332	1	4	2	0.163059066353137	56.2682871933378
DRR099207	G	1822464	Paraburkholderia	16	391	79	2.60894506165019	900.292595093405
DRR099207	S	148447	Paraburkholderia phymatum	9	50	2	1.46753159717823	506.414584740041
DRR099207	S	134537	Paraburkholderia fungorum	4	9	7	0.652236265412547	225.073148773351
DRR099207	S	2604047	Paraburkholderia dioscoreae	1	86	4	0.163059066353137	56.2682871933378
DRR099207	G	106589	Cupriavidus	12	479	126	1.95670879623764	675.219446320054
DRR099207	S	164546	Cupriavidus taiwanensis	5	80	20	0.815295331765683	281.341435966689
DRR099207	S	96344	Cupriavidus oxalaticus	3	207	6	0.48917719905941	168.804861580014
DRR099207	S	119219	Cupriavidus metallidurans	2	27	17	0.326118132706273	112.536574386676
DRR099207	S	68895	Cupriavidus basilensis	1	50	17	0.163059066353137	56.2682871933378
DRR099207	S	82541	Cupriavidus gilardii	1	4	3	0.163059066353137	56.2682871933378
DRR099207	G	32008	Burkholderia	3	672	151	0.48917719905941	168.804861580014
DRR099207	S	95485	Burkholderia stabilis	1	2	1	0.163059066353137	56.2682871933378
DRR099207	S	41899	Burkholderia plantarii	1	59	7	0.163059066353137	56.2682871933378
DRR099207	G	48736	Ralstonia	1	217	74	0.163059066353137	56.2682871933378
DRR099207	S	329	Ralstonia pickettii	1	58	41	0.163059066353137	56.2682871933378
DRR099207	G	80865	Delftia	16	790	583	2.60894506165019	900.292595093405
DRR099207	S	80866	Delftia acidovorans	5	75	16	0.815295331765683	281.341435966689
DRR099207	S	180282	Delftia tsuruhatensis	2	24	24	0.326118132706273	112.536574386676
DRR099207	S	742013	Delftia sp. Cs1-4	1	63	2	0.163059066353137	56.2682871933378
DRR099207	G	47420	Hydrogenophaga	5	91	22	0.815295331765683	281.341435966689
DRR099207	S	2806262	Hydrogenophaga sp. YM1	3	17	1	0.48917719905941	168.804861580014
DRR099207	S	1842537	Hydrogenophaga sp. RAC07	1	13	2	0.163059066353137	56.2682871933378
DRR099207	S	2184519	Hydrogenophaga sp. NH-16	1	3	3	0.163059066353137	56.2682871933378
DRR099207	G	283	Comamonas	2	226	46	0.326118132706273	112.536574386676
DRR099207	S	285	Comamonas testosteroni	1	55	15	0.163059066353137	56.2682871933378
DRR099207	S	1562974	Comamonas piscis	1	9	7	0.163059066353137	56.2682871933378
DRR099207	G	12916	Acidovorax	1	110	44	0.163059066353137	56.2682871933378
DRR099207	S	80868	Acidovorax cattleyae	1	13	3	0.163059066353137	56.2682871933378
DRR099207	G	34072	Variovorax	1	285	69	0.163059066353137	56.2682871933378
DRR099207	S	34073	Variovorax paradoxus	1	34	22	0.163059066353137	56.2682871933378
DRR099207	G	2490452	Serpentinimonas	1	21	9	0.163059066353137	56.2682871933378
DRR099207	S	1458426	Serpentinimonas maccroryi	1	18	6	0.163059066353137	56.2682871933378
DRR099207	G	174951	Ramlibacter	1	200	7	0.163059066353137	56.2682871933378
DRR099207	S	94132	Ramlibacter tataouinensis	1	200	7	0.163059066353137	56.2682871933378
DRR099207	G	201096	Alicycliphilus	1	80	8	0.163059066353137	56.2682871933378
DRR099207	S	179636	Alicycliphilus denitrificans	1	80	8	0.163059066353137	56.2682871933378
DRR099207	G	683756	Kinneretia	1	330	12	0.163059066353137	56.2682871933378
DRR099207	S	2714952	Kinneretia sp. DAIF2	1	327	10	0.163059066353137	56.2682871933378
DRR099207	G	963	Herbaspirillum	7	162	21	1.14141346447196	393.878010353365
DRR099207	S	80842	Herbaspirillum rubrisubalbicans	5	89	7	0.815295331765683	281.341435966689
DRR099207	S	341045	Herbaspirillum hiltneri	2	28	4	0.326118132706273	112.536574386676
DRR099207	G	149698	Massilia	5	213	78	0.815295331765683	281.341435966689
DRR099207	S	1141883	Massilia putida	3	51	10	0.48917719905941	168.804861580014
DRR099207	S	1593482	Massilia sp. YMA4	1	12	5	0.163059066353137	56.2682871933378
DRR099207	S	2765360	Massilia antarctica	1	11	6	0.163059066353137	56.2682871933378
DRR099207	G	75654	Duganella	1	26	5	0.163059066353137	56.2682871933378
DRR099207	S	2728020	Duganella sp. GN2-R2	1	24	3	0.163059066353137	56.2682871933378
DRR099207	G	222	Achromobacter	6	288	174	0.97835439811882	337.609723160027
DRR099207	S	85698	Achromobacter xylosoxidans	6	145	95	0.97835439811882	337.609723160027
DRR099207	G	517	Bordetella	1	74	47	0.163059066353137	56.2682871933378
DRR099207	S	463025	Bordetella bronchialis	1	3	3	0.163059066353137	56.2682871933378
DRR099207	G	359336	Castellaniella	1	4	3	0.163059066353137	56.2682871933378
DRR099207	S	75697	Castellaniella defragrans	1	4	3	0.163059066353137	56.2682871933378
DRR099207	G	316612	Methylibium	5	50	3	0.815295331765683	281.341435966689
DRR099207	S	2082386	Methylibium sp. Pch-M	5	49	2	0.815295331765683	281.341435966689
DRR099207	G	28067	Rubrivivax	1	24	5	0.163059066353137	56.2682871933378
DRR099207	S	28068	Rubrivivax gelatinosus	1	24	5	0.163059066353137	56.2682871933378
DRR099207	G	65047	Mitsuaria	1	16	5	0.163059066353137	56.2682871933378
DRR099207	S	1658665	Mitsuaria sp. 7	1	16	5	0.163059066353137	56.2682871933378
DRR099207	G	551759	Aromatoleum	11	507	12	1.7936497298845	618.951159126716
DRR099207	S	76116	Aromatoleum petrolei	11	488	6	1.7936497298845	618.951159126716
DRR099207	G	146937	Azospira	1	23	9	0.163059066353137	56.2682871933378
DRR099207	S	146939	Azospira oryzae	1	5	2	0.163059066353137	56.2682871933378
DRR099207	G	33057	Thauera	2	35	16	0.326118132706273	112.536574386676
DRR099207	S	85643	Thauera sp. MZ1T	2	14	3	0.326118132706273	112.536574386676
DRR099207	G	535	Chromobacterium	6	226	24	0.97835439811882	337.609723160027
DRR099207	S	536	Chromobacterium violaceum	4	21	4	0.652236265412547	225.073148773351
DRR099207	S	1778675	Chromobacterium rhizoryzae	2	12	2	0.326118132706273	112.536574386676
DRR099207	G	407217	Aquitalea	1	11	3	0.163059066353137	56.2682871933378
DRR099207	S	1537400	Aquitalea aquatilis	1	2	1	0.163059066353137	56.2682871933378
DRR099207	G	482	Neisseria	1	42	20	0.163059066353137	56.2682871933378
DRR099207	S	495	Neisseria elongata	1	6	1	0.163059066353137	56.2682871933378
DRR099207	G	1193515	Snodgrassella	1	4	3	0.163059066353137	56.2682871933378
DRR099207	S	1196083	Snodgrassella alvi	1	4	3	0.163059066353137	56.2682871933378
DRR099207	G	1654931	Crenobacter	1	8	2	0.163059066353137	56.2682871933378
DRR099207	S	2290923	Crenobacter cavernae	1	8	2	0.163059066353137	56.2682871933378
DRR099207	G	914	Nitrosomonas	1	32	9	0.163059066353137	56.2682871933378
DRR099207	S	153948	Nitrosomonas sp. AL212	1	6	1	0.163059066353137	56.2682871933378
DRR099207	G	33055	Candidatus Kinetoplastibacterium	1	11	8	0.163059066353137	56.2682871933378
DRR099207	S	994695	Candidatus Kinetoplastibacterium galatii	1	2	2	0.163059066353137	56.2682871933378
DRR099207	G	47	Archangium	15	365	41	2.44588599529705	844.024307900067
DRR099207	S	83451	Archangium violaceum	13	268	30	2.11976786259078	731.487733513392
DRR099207	S	48	Archangium gephyra	2	32	9	0.326118132706273	112.536574386676
DRR099207	G	44	Melittangium	1	24	3	0.163059066353137	56.2682871933378
DRR099207	S	83453	Melittangium boletus	1	24	3	0.163059066353137	56.2682871933378
DRR099207	G	32	Myxococcus	2	86	31	0.326118132706273	112.536574386676
DRR099207	S	34	Myxococcus xanthus	2	23	9	0.326118132706273	112.536574386676
DRR099207	G	83461	Corallococcus	1	218	26	0.163059066353137	56.2682871933378
DRR180243	G	1386	Bacillus	12576	38927	1062	187.978710633755	3619.47609695223
DRR180243	G	1279	Staphylococcus	2789	7019	854	41.688344780339	802.697108333314
DRR180243	S	1280	Staphylococcus aureus	2552	6221	535	38.1458070560864	734.48656165888
DRR180243	S	1282	Staphylococcus epidermidis	4	33	26	0.0597896662321104	1.1512328552647
DRR180243	S	29388	Staphylococcus capitis	1	8	8	0.0149474165580276	0.287808213816176
DRR180243	G	1301	Streptococcus	268	1063	504	4.0059076375514	77.1326013027351
DRR180243	S	1313	Streptococcus pneumoniae	2	16	14	0.0298948331160552	0.575616427632352
DRR180243	S	1747	Cutibacterium acnes	36	184	182	0.538106996088993	10.3610956973823
DRR180243	S	562	Escherichia coli	146	515	196	2.18232281747203	42.0199992171617
DRR180243	S	573	Klebsiella pneumoniae	114	399	97	1.70400548761515	32.810136375044
DRR180243	G	286	Pseudomonas	488	4302	2510	7.29433928031747	140.450408342294
DRR180243	S	287	Pseudomonas aeruginosa	41	166	75	0.612844078879132	11.8001367664632
DRR180243	G	13687	Sphingomonas	32	357	324	0.478317329856883	9.20986284211762
DRR180243	G	48736	Ralstonia	34	230	167	0.508212162972938	9.78547926974998
DRR212592	G	1386	Bacillus	16870	247307	793	825.930638276456	252272.999162579
DRR212592	G	1279	Staphylococcus	9704	60636	1073	475.093711549183	145113.051800455
DRR212592	S	1280	Staphylococcus aureus	9697	58941	507	474.75100174077	145008.374207441
DRR212592	S	1282	Staphylococcus epidermidis	2	226	188	0.0979170881181334	29.9078837181481
DRR212592	G	1301	Streptococcus	4	1225	395	0.195834176236267	59.8157674362962
DRR212592	S	1747	Cutibacterium acnes	10	653	522	0.489585440590667	149.539418590741
DRR212592	G	286	Pseudomonas	2415	87187	1022	118.234883902646	36113.7695896638
DRR212592	S	287	Pseudomonas aeruginosa	6	166	29	0.2937512643544	89.7236511544443
DRR212592	S	573	Klebsiella pneumoniae	34	1108	44	1.66459049800827	508.434023208518
DRR212592	S	562	Escherichia coli	2	207	69	0.0979170881181334	29.9078837181481
DRR212592	G	13687	Sphingomonas	16	579	115	0.783336704945067	239.263069745185
DRR212592	G	48736	Ralstonia	60	1772	266	2.937512643544	897.236511544443
DRR212593	G	1386	Bacillus	17477	256091	955	628.469717770816	495379.818594104
DRR212593	G	1279	Staphylococcus	1140	16896	879	40.9941911231179	32312.925170068
DRR212593	S	1280	Staphylococcus aureus	1137	15562	490	40.8863116727939	32227.8911564626
DRR212593	G	1301	Streptococcus	3	2037	432	0.107879450323994	85.0340136054422
DRR212593	S	1313	Streptococcus pneumoniae	1	35	23	0.0359598167746648	28.3446712018141
DRR212593	S	1747	Cutibacterium acnes	7	399	320	0.251718717422654	198.412698412698
DRR212593	G	286	Pseudomonas	1741	442370	1472	62.6060410046914	49348.0725623583
DRR212593	S	287	Pseudomonas aeruginosa	1	209	46	0.0359598167746648	28.3446712018141
DRR212593	S	562	Escherichia coli	2	264	84	0.0719196335493296	56.6893424036281
DRR212593	G	13687	Sphingomonas	3	754	147	0.107879450323994	85.0340136054422
DRR212593	G	48736	Ralstonia	1	1384	83	0.0359598167746648	28.3446712018141
DRR326766	G	1279	Staphylococcus	6393	6988	80	1396.17313595162	527127.308707124
DRR326766	S	1280	Staphylococcus aureus	1	417	62	0.218390917558521	82.4538258575198
DRR326766	G	1386	Bacillus	2757	14588	59	602.103759708841	227325.197889182
DRR326766	G	286	Pseudomonas	38	740	110	8.29885486722378	3133.24538258575
DRR326766	S	287	Pseudomonas aeruginosa	1	1	1	0.218390917558521	82.4538258575198
DRR326766	S	562	Escherichia coli	6	19	3	1.31034550535112	494.722955145119
DRR326767	G	1386	Bacillus	10214	54991	163	534.614453946084	425920.520411993
DRR326767	G	1279	Staphylococcus	51	2353	299	2.66940837588117	2126.68362453609
DRR326767	S	1280	Staphylococcus aureus	34	1754	253	1.77960558392078	1417.78908302406
DRR326767	G	1301	Streptococcus	9	203	49	0.471072066331972	375.297110212251
DRR326767	G	286	Pseudomonas	213	3088	273	11.1487055698567	8882.03160835662
DRR326767	S	287	Pseudomonas aeruginosa	3	16	9	0.157024022110657	125.099036737417
DRR326767	S	562	Escherichia coli	5	94	16	0.261706703517762	208.498394562362
DRR326767	G	13687	Sphingomonas	2	168	35	0.104682681407105	83.3993578249447
DRR326767	G	48736	Ralstonia	2	146	15	0.104682681407105	83.3993578249447
DRR326768	G	1386	Bacillus	10197	53685	162	540.714411160575	409189.406099518
DRR326768	G	1279	Staphylococcus	64	2530	280	3.39371602572097	2568.21829855538
DRR326768	S	1280	Staphylococcus aureus	46	1704	225	2.43923339348695	1845.90690208668
DRR326768	G	1301	Streptococcus	4	206	64	0.212107251607561	160.513643659711
DRR326768	S	1747	Cutibacterium acnes	1	21	21	0.0530268129018902	40.1284109149278
DRR326768	G	286	Pseudomonas	167	3154	281	8.85547775461567	6701.44462279294
DRR326768	S	287	Pseudomonas aeruginosa	3	63	9	0.159080438705671	120.385232744783
DRR326768	S	562	Escherichia coli	13	150	20	0.689348567724573	521.669341894061
DRR326768	S	573	Klebsiella pneumoniae	1	92	38	0.0530268129018902	40.1284109149278
DRR326768	G	13687	Sphingomonas	1	153	25	0.0530268129018902	40.1284109149278
ERR1231573	G	1386	Bacillus	2775	28927	2043	74.949743158709	125338.753387534
ERR1231573	G	1279	Staphylococcus	2467	55250	1688	66.6309968910036	111427.280939476
ERR1231573	S	1280	Staphylococcus aureus	847	3960	347	22.8765522361897	38256.549232159
ERR1231573	S	1282	Staphylococcus epidermidis	7	275	154	0.189062415175122	316.16982836495
ERR1231573	G	1301	Streptococcus	78	2283	1342	2.10669548337993	3523.0352303523
ERR1231573	S	1313	Streptococcus pneumoniae	6	164	97	0.162053498721533	271.0027100271
ERR1231573	S	1747	Cutibacterium acnes	38	661	448	1.02633882523638	1716.3504968383
ERR1231573	S	562	Escherichia coli	483	1898	448	13.0453066470834	21815.7181571816
ERR1231573	S	573	Klebsiella pneumoniae	164	942	172	4.42946229838857	7407.40740740741
ERR1231573	G	286	Pseudomonas	435	16752	1687	11.7488786573111	19647.6964769648
ERR1231573	S	287	Pseudomonas aeruginosa	6	122	65	0.162053498721533	271.0027100271
ERR1231573	G	48736	Ralstonia	1695	12179	149	45.7801133888331	76558.2655826558
ERR1231573	G	13687	Sphingomonas	25	497	253	0.675222911339721	1129.17795844625
ERR1231574	S	562	Escherichia coli	305	1183	430	9.98619809198788	20721.5164073646
ERR1231574	S	573	Klebsiella pneumoniae	121	1378	159	3.96173760370667	8220.66716488892
ERR1231574	G	286	Pseudomonas	155	3919	1421	5.07495312871515	10530.6066988246
ERR1231574	S	287	Pseudomonas aeruginosa	3	101	41	0.0982248992654546	203.8181941708
ERR1231574	G	48736	Ralstonia	480	2843	101	15.7159838824727	32610.9110673279
ERR1231574	G	13687	Sphingomonas	15	335	208	0.491124496327273	1019.090970854
ERR1231574	G	1386	Bacillus	768	10222	1838	25.1455742119564	52177.4577077247
ERR1231574	G	1279	Staphylococcus	895	18187	1098	29.3037616141939	60805.7612609552
ERR1231574	S	1280	Staphylococcus aureus	425	1787	241	13.9151940626061	28874.2441741966
ERR1231574	S	1282	Staphylococcus epidermidis	5	121	60	0.163708165442424	339.696990284666
ERR1231574	S	29388	Staphylococcus capitis	1	88	48	0.0327416330884849	67.9393980569332
ERR1231574	G	1301	Streptococcus	19	1429	824	0.622091028681212	1290.84856308173
ERR1231574	S	1747	Cutibacterium acnes	18	316	234	0.589349395592727	1222.9091650248
ERR1231577	G	1386	Bacillus	2839	30113	2010	77.0168443624402	128782.036743026
ERR1231577	G	1279	Staphylococcus	2367	52952	1588	64.2123531545953	107371.286005897
ERR1231577	S	1280	Staphylococcus aureus	845	3795	317	22.9232946411631	38330.6872306646
